id,full_id,youtube_tags,predicted_tags
i53W,aSbyIEXNVFk,,"['Vehicle', 'Car']"
L9iT,8kQCC50Eynw,"['Sweet', 'Child', ""o'"", 'Mine', 'Guns', 'and', 'Roses', 'Violin']","['Concert', 'Musician', 'String instrument', 'Musical ensemble', 'Orchestra', 'Violin', 'Saxophone', 'Viola', 'Cello', 'Fiddle', 'Quartet', 'String quartet']"
ezKy,X-WafBo67V0,"['Stuttgarter', 'Kickers', 'SSV', 'Reutlingen']","['Association football', 'Hockey']"
3GDO,SeEsBRmKfN0,,"['Concert', 'Musician', 'Performance art', 'Musical ensemble', 'Drum kit', 'Drum', 'Drummer']"
jbmy,4tq2bAOSF9A,,"['Food', 'Recipe', 'Cooking', 'Cuisine', 'Dish (food)', 'Mushroom']"
nqod,T8PfOdIiBbw,"['Unimog', 'Hetronic', 'Radio', 'Remote', 'Control', 'Funkfernsteuerung']","['Vehicle', 'Car', 'Tractor', 'Heavy equipment', 'Tree']"
zb3C,8KmeU81aGic,['なぎは'],['Machine']
EDRc,3EKky_uPP44,"['adventuretime', 'CartoonNetwork', 'was', 'so', 'ill', 'back', 'in', 'the', 'day', 'Toonami', 'promo', 'Space', 'lol', 'Sampling', 'Sampled', 'beat', 'animation', 'Eastcaost', '90s', 'HipHop', 'on', 'that', 'instrumental', 'producer', 'reason', 'EdzRemix', 'ededdneddy', 'themesong', 'CN', 'CNthemesong', 'Retro', 'why', 'not', 'PowerPuffGirlsThemesong', 'JohnnyBravo', 'ThemeSong', 'Dexters', 'Lab', 'Sheepinthebigcity', 'UnderGroundArsonizt', 'BlackAudacity', 'Ed', 'Edd', 'nEddyRemix', 'highquality', 'ed edd n eddy hip hop theme', 'ed edd n eddy remix', 'cartoon theme songs', 'cartoon theme song remixes']",['Cartoon']
1GJO,377PYT88MHI,"['Kinder', 'Surprise', 'Eggs', 'Surpresa', 'Überraschung', 'überraschungsei', 'sweetsandcandy', 'Meglepetés', 'Kinderägg', 'Kinder-yllätys', 'Niespodzianka', 'Kinderüberraschung', 'Kindereg', 'Киндер', 'Сюрприз', 'Ovo', 'Joy', 'Winx', 'Club', 'Minnie', 'Mouse', 'Mickey', 'Clubhouse', 'Dora', 'Filly', 'Winnie', 'Pooh', 'Barbie', 'Fashionistas', 'Hello', 'Kitty', 'peppa', 'Pig', 'kid', 'chocolate', 'egg', 'ei', 'eier', 'üei', 'öffnen', 'open', 'unwrapping', 'Kinder Surprise (Consumer Product)', 'hello kitty', 'girls', 'disneycollector', 'disney collector', 'toys', 'play doh', 'unboxing', 'babybigmouth', 'teletubbies']","['Toy', 'The Walt Disney Company', 'Pony', 'My Little Pony', 'Egg as food', 'Littlest Pet Shop', 'Kinder Surprise', 'Play-Doh', 'Easter egg', 'Egg', 'Hello Kitty', 'Winnie the Pooh (franchise)']"
NLcX,2Glod-LAsDs,"['seed', 'free', 'minecraft', 'build 2', 'build 3 download', 'mediafire', 'minecraft pe 0.9.0 build 2', 'villager', 'enderman', 'herobrine server', 'herobrine map', 'herobrine seed']","['Game', 'Video game', 'Minecraft', 'Seed', 'Village']"
GT0b,cdvE2dVfAMw,"['yamaha', 'jetski', 'jet', 'ski', 'waverunner', 'hero', 'xl 700', 'lake', 'fall', 'water', 'water sports']","['Vehicle', 'Motorsport', 'Motorcycle', 'Motorcycling', 'Boat', 'Surfing', 'GoPro', 'Personal water craft', 'Jet Ski']"
R90t,6BxdL_BAjKI,"['manjhi the mountain man', 'manjhi the mountain man review', 'manjhi the mountain man release date', 'manjhi review', 'karan mehta', 'nawazuddin siddiqui manjhi', 'nawazuddin siddiqui mountain man', 'radhika apte manjhi', 'radhika apte manjhi movie', 'latest movie review 2015', 'bollywood news', 'bollywood gossips', 'the bombay times channel']",['Bollywood']
94Cm,nShcz8cp-gA,"['GLITCH', 'AW', 'Call Of Duty Advanced Warfare', 'GLITCH AW', 'AW GLITCH', 'GLITCH Call Of Duty Advanced Warfare', 'en ligne', 'en ligne GLITCH', 'anymaps', 'GLITCH anymaps', 'shoot', 'GLITCH shoot', 'with', 'GLITCH with', 'GLITCH fr', 'GlitchsHacksFR AW', 'video', 'exo shield', 'fr NaN', 'frCall Of Duty Advanced Warfare', 'fr AW', 'video GLITCH']","['Game', 'Video game', 'Call of Duty', 'Weapon', 'Call of Duty: Advanced Warfare']"
FkD0,yYy5rlaBWkY,"['Carneval', 'Venice', 'Flute', 'Harp', 'South', 'Africa', 'Karin', 'Leitner', 'Duccio', 'Lombardi', 'Encore', 'Fun', 'Music', 'Classical', 'Karin Leitner', 'Duccio Lombardi', 'South Africa Concert']","['Musician', 'String instrument', 'Flute', 'Harp']"
i20R,e_TWFqtuBJ0,"['Lucas Moura (Football Player)', 'Lucas Moura vs Marseille', 'Amazing', 'Best']","['Game', 'Association football', 'Ball', 'Ball (association football)']"
pSQE,XmzRlDGGtaQ,"['Калининград', 'трамвай', 'Kaliningrad', 'tram', 'Tatra', 'KT4']","['Vehicle', 'Train', 'Rail transport', 'Transport', 'Railroad car', 'Bus', 'Tram']"
zfya,eiBDPh-Vf60,"['civic eg6', 'civic vti', 'civic dohc vtec', 'vtec cross over', 'bmw 120d', 'bmw 130i', 'bmw 135i', 'honda nsx', 'ek9', 'eg5', 'ee8', 'ee9', 'crx ed9', 'integra dc2 dc5', 'bmw m3 e46', 'm3 e92', 'bmw z8', 'bmw z4', 'bmw turbo', 'civic sir 2', 'honda roll from', '0-160', '0-200', '0-100', '0-60 mph', '100nx', 'gti', 'b18c6', 'b20', 'civic k20', 'prelude', 'accord type r', 'civic fn2', 'civic ep3', 'civic ed7', 'invidia catback', 'srs catback', 'subaru wrx sti sound', 'bmw m5', 'civic si', 'bmw', '123d', 'vs', '125i', 'm6', 'dc2', 'dc5', 'gsr', 'RX8', '350Z', 'B8', 'Duisburg', 'blown', 'up', 'wrecked']","['Vehicle', 'Car', 'Motorsport', 'Sports car', None, 'Sedan (automobile)', 'Coupé', None, None, 'Honda Civic', None, None, 'Honda Integra', 'Honda CR-X', 'Toyota Celica', 'Honda Prelude']"
is8X,2rhhBwuCkxk,"['Loke', 'american', 'bulldog', 'ducks']","['Animal', 'Pet', 'Dog', 'Puppy', 'Terrier', 'Bulldog', 'Bull Terrier', 'Staffordshire Bull Terrier', 'American Bulldog']"
0t0Y,TcqXPQ28SDU,['pioneer ddj-sx'],"['Disc jockey', 'Mixing console', 'CDJ', None]"
MdC4,q5dUbCWHiao,['MOV00003'],"['Concert', 'Performance art']"
vI0k,oUKNCg2pvAI,"['bboy', 'battle', 'breakdance', 'hot', 'sex', 'girls', 'HIN', 'import', 'nights', 'hardcore']","['Performance art', 'Dance', 'Drum', 'Festival']"
cFB7,hk2_Pcw7r20,"['Atkins Diet', 'Low Carb', 'recipe', 'Sweet and Sour', 'Chicken', 'Induction Friendly', 'kitchen', 'Stir Fry', 'recipes', 'Low Carbohydrate', 'Recipe', 'Recipes', 'Weight Loss', 'Success Story', 'Cooking', 'Kitchen']","['Food', 'Recipe', 'Cooking', 'Cuisine', 'Drink']"
wq8R,Euu8o80SwmU,"['DiviNe', 'DNeSport', 'XenMe', '反向森林髮夾彎', '遊俠9', '影刺HT+', '雷霆HT+', '愛妻', '新S2']","['Game', 'Video game', 'Crazyracing Kartrider']"
JYQc,F-oGC-8nU6w,"['Ron', 'Paul', '2012', 'South', 'Carolina', 'GOP', 'Debate', 'Iowa', 'New', 'Hampshire', 'Caucus', 'Plan', 'to', 'Restore', 'America', '9/11', 'End', 'The', 'Fed', 'CNN', 'ABC', 'MSNBC', 'CNBC', 'FOX', 'NEWS', 'CSPAN', 'Economy', 'Foreign', 'Policy', 'Wall', 'Street', 'Protests', 'Mitt', 'Romney', 'Barack', 'Obama', 'Herman', 'Cain', 'Rick', 'Perry']",
G8mi,O3cFtqATBDA,"['04.07.2011', 'Leipzig', 'Haus', 'Auensee', 'Limp', 'Bizkit', 'Live', 'Gold', 'Cobra', 'Pollution', 'germany']",['Concert']
nq8r,rlyuuyftwlo,"['Burn', 'it', 'to', 'the', 'ground', 'guitar']","['Musician', 'Guitar', 'String instrument', 'Acoustic guitar', 'Electric guitar']"
DWjT,y4A3Ctb_U0c,"['Alpaca', 'Redmond', 'crescent moon', 'mine', 'oregon', 'lower bridge', 'water', 'powered paragliding', 'paragliding', 'paramotoring', 'r/c', 'rc', 'helicopter', 'quadcopter', 'xproheli', 'bend', 'flying', 'color correction', 'animails', 'farm']",['Animal']
qIBY,hwFhiiw8Nqg,"['FS9', 'FS2004', 'ciclo', 'Lukla', 'LUKLA', 'An-26', 'An26', 'AN26', 'Despegue', 'Aterrizaje', 'Take', 'off', 'Landing']","['Vehicle', 'Aircraft', 'Airplane', 'Landing', 'Airliner', 'Takeoff', 'Jet aircraft', 'Aviation', 'Fighter aircraft', 'Microsoft Flight Simulator']"
bSUf,-1Z5Kr1srWY,"['Alison', 'Brown', 'Bok', 'Tower', 'Gardens']","['Concert', 'Musician', 'Guitar', 'String instrument', 'Acoustic guitar', 'Electric guitar', 'Banjo', 'Mandolin', 'Bouzouki']"
RxiA,Yy6vdYIlW_4,"['Piscina', 'Oque', 'Brincar', 'Na', 'Brincadeira', 'Brincando', 'BAGUNÇA', 'BAGUNCA']","['Underwater', 'Swimming pool', 'Human swimming', 'Toddler', 'Water', 'Water park', 'Mermaid']"
xY7Y,B9ajVAhM0xs,"['high school', 'ballislife', 'mixtape', 'terrance ferguson', '2k', 'dunks', 'dunk contest', 'highlights', 'bounce', 'vertical', 'team flight brothers', 'ncaa', 'college', 'nba', 'basketball']","['Game', 'Basketball', 'Basketball moves', 'Highlight film', 'Slam dunk', 'Mixtape', 'Point guard']"
SGmg,qRBheYvpr-g,"['プラレール', '博', '2013', '東京', '幕張', 'メッセ', 'TOKYO']","['Toy', 'Train', 'Plarail']"
jNLM,q4uCr7oYxrY,"['Highlight', 'Afternoon', 'Thaw', 'Duck', 'Hunt', 'Mallard', 'Pintail', 'GHG', 'Knotty', 'Decoy', 'Sauvie', 'Island', 'Fullbody', 'Goose', 'Geese', 'Teal', 'Wigeon', 'Field', 'Water', 'Lake', 'Decoying', 'Best', 'Hunting', 'Video', 'RNT', 'Calls', 'Microhen', 'Daisy', 'Cutter', 'DC', 'Diablo', 'Lares', 'Hybrid', 'Call', 'JJ', 'Public', 'Benelli', 'Super', 'Nova', 'SuperNova', 'Winchester', 'SX3', 'Kent', 'Oregon', 'Portland', 'NW', 'North', 'West', 'Timber', 'Hawg', 'Mondo', 'Bill', 'Saunders', 'Reload', 'BC', 'Minima', 'Traffic', 'Red', 'Zone']","['Animal', 'Outdoor recreation', 'Bird', 'Hunting', 'Wildlife', 'Duck', 'Waterfowl hunting', 'Goose']"
NGED,cUa5coB0Rls,"['Louis', 'Smith', 'Sonata', 'Moonlight', 'de', 'lune', 'Beethoven']","['Piano', 'Keyboard instrument', 'Pianist', 'Musical keyboard', 'Electronic keyboard']"
dIsy,3Xt2NdGr23Y,"['Anna Ternheim', 'conny kanik', 'Dresden (City/Town/Village)', 'vanda', 'lyrikpop', 'pop', 'rock', 'deutsch pop', 'Lauterstille', 'Unmöglichkeit', 'mein dein nichts', 'sena music', 'Singer-songwriter (Profession)']",['Music video']
aVTN,nF_ZxucQr-k,"['rc', 'drift', 'malaysia', 'kereta', 'kontrol', 'mainan', 'kumpulan', 'persatuan', 'best', 'd1']","['Vehicle', 'Car', 'Motorsport', 'Racing', 'Radio-controlled model', 'Drifting (motorsport)', 'Race track', 'Nissan Silvia']"
MBDh,nKMN-I_YFfc,['puupis'],"['Animal', 'Pet', 'Dog', 'Puppy', 'Cat', 'Kitten', 'Terrier', 'Bulldog', 'Black cat', 'French Bulldog', 'Dachshund', 'Doberman Pinscher', 'Boxer (dog)', 'Great Dane']"
LzbC,8d65T2waINw,"['Illinois', 'River', 'Oregon', 'Green', 'Wall']","['Vehicle', 'Outdoor recreation', 'Boat', 'Kayak', 'River', 'Rafting']"
tFtF,DI9NIwgPDtc,"['mod', 'windows']","['Game', 'Video game']"
UDql,Me0OWZXqKfo,"['defibulators', 'defibrillators', 'bluegrass', 'fiddle', 'banjo', 'rockabilly', 'hillbilly', 'guns', 'country', 'defibrillator', 'americana']","['Concert', 'Musician', 'Performance art', 'Guitar', 'String instrument', 'Musical ensemble', 'Drum kit', 'Drum']"
29Ah,-aTZql_S3Is,"['Guitar', 'Guitar Solo', 'Guitar Collection', 'Guitar Classic', 'Fingerstyle', 'guitar aucostic Bé mẫn', 'Mẫn', 'Virginia', 'Nguyen', 'Virginia Nguyen', 'Giua thu buon', 'giữa thu buồn', 'thu buồn', 'thu', 'buon', 'Tiêu cầm khúc', 'tiêu', 'cầm khúc', 'tieu cam khuc', 'tieu', 'cam khuc', 'tiếu ngạo giang hồ', 'tieu ngao giang ho', 'tieu ngao', 'giang ho']","['Musician', 'Guitar', 'String instrument', 'Acoustic guitar']"
BjNd,a8iXHtokIuc,,"['Game', 'Video game', 'Action-adventure game', 'Sports car', 'Grand Theft Auto: San Andreas']"
znbU,IICRX1q7zQE,"['puzzle', 'logic', 'apples', 'oranges', 'box', 'game', 'dissection', 'induction', 'grid', 'self', 'logically', 'puzzles', 'riddle', 'riddles', 'trouble', 'troubles', 'problem', 'problems', 'fun', 'enigma', 'puzzling', 'mind', 'challenging', 'bender', 'brain', 'teaser', 'teasers', 'lateral', 'brainteasers', 'perplex', 'conundrum', 'secret', 'cryptogram', 'question', 'mystery']",
2AGe,gLxV0rH9NWE,"['Mortal', 'worms', 'turokrd', 'gadoken', 'fire', 'punch', 'bazooka', 'explotions', 'shoriuken']","['Game', 'Video game', 'Cartoon', 'Worms (series)']"
Pjcg,WiGnhk_OO4k,"['Arkansas', 'Battle of the Bands']","['Concert', 'Musician', 'Performance art', 'Guitar', 'String instrument', 'Musical ensemble', 'Drum kit', 'Drummer']"
RUCT,cmsfnKsoYnU,"['fish room tour', 'monster fish keepers', 'kingofdiy', 'mfk', 'uaru joey', 'Fish', 'monster fish']","['Animal', 'Pet', 'Fishing', 'Fish', 'Aquarium', 'Goldfish']"
0KDw,6JwlYo9PIH4,"['clicker', 'training', 'cats', 'pawsitive', 'start']","['Animal', 'Pet', 'Dog', 'Puppy', 'Cat', 'Kitten', 'Black cat']"
tMZl,FqLUXkimr_I,"['big bang', 'number1', 'se7en', 'boa', 'music video', 'remake', 'HQ']","['Performance art', 'Music video']"
6nvX,IWiSCvIW3AU,"['acoustic jazz backing for guitar', 'Acoustic Jazz Guitar Backing Track In C Major', 'acoustic jazz backing tracks', 'acoustic jazz guitar backing tracks', 'acoustic jazz backing track for guitar', 'acoustic jazz jam track', 'acoutic jazz guitar backing track in c major', 'acoustic jazz guitar backing track in c', 'acoustic jazz guitar backing track', 'acoustic jazz guitar tracks', 'acoustic jazzy guitar backing track in c major', 'backing track for guitar', 'guitar backing tracks', 'jazz (musical genre)']","['Guitar', 'String instrument', 'Acoustic guitar', 'Electric guitar']"
pmzx,j3VFIX8l1Rw,['Video0000'],['Dance']
sU71,ji9fIS1E47w,"['Jailbreak', '3.1.2', 'Itunes', 'problem', 'Ipod', 'Iphone', '3gs', 'WIndows', 'fix', 'for', '3g', 'all', 'the', 'above']","['Mobile phone', 'Smartphone', 'Gadget', 'IPhone', 'IPod', 'IPod Touch', 'IPhone 4', 'IPhone 3GS']"
K9nQ,kxkadmc_NS0,"['natural', 'Catastrophies', 'footage', '-WEATHERING', 'AND', 'EROSION', 'LESSON', '18']",['Weather']
vkrI,wemKOVQzyvM,"['collar negro', 'evelyn roda', 'xcalak', 'garagantilla negra', 'collar con alambre de memoria', 'artesana quintana roo']",['Necklace']
KE87,QfUMcLgA5pM,"['дом', 'из', 'соломы', 'соломенный', 'глиняная', 'штукатурка', 'эко', 'экологически', 'чистый', 'строительство', 'дома']","['House', 'Building', 'Construction']"
mg4i,3MFPVzuOyE4,"['Howto', 'tutorial', 'how', 'to', 'complete', 'finish', ""Melzar's"", 'melzar', 'maze', 'dragon', 'slayer', 'quest', 'help', 'chest', 'map', 'Runescape', 'rs']","['Game', 'Video game', 'Cartoon', 'RuneScape']"
Vrma,MT_z1w_ocNk,['062'],"['Dance', 'Wedding', 'Bride', 'Ballroom dance']"
BlKS,WUunndJ0dD4,,"['Concert', 'Performance art']"
ba91,j7E_NXquUQE,"['WoW', 'world of warcraft', 'warrior', 'pvp', 'arms', 'turbo', 'cleave', '2.2k', '2200', 'arena']","['Game', 'Video game', 'World of Warcraft', 'Warcraft', 'Role-playing game', 'Arena']"
XAPx,nLdzWmdxF1A,"['sullen', 'sullentv', 'sullen art collective', 'sullen angels', 'tattoo', 'artist', 'inked up world tour', 'rockstar engery drink', 'h2ocean', 'black and gray', 'convention coverage', 'loco t', 'painting', 'oliver peck', 'h2ocean pro team', 'eternal ink', 'painful pleasures', 'stencil stuff', 'fkirons', 'needlejig', 'Tony hundahl', 'steve byrne', 'jo jo ackerman', 'nate drew', 'sage', 'primo', 'head tattoo']",['Tattoo']
PpYa,et6NRtPmNkA,"['MOhiniyattom', 'aliveni']","['Performance art', 'Dance']"
aydM,Y6Xi7i5VpjU,,"['Mobile phone', 'Smartphone', 'Toy', 'Cube', ""Rubik's Cube""]"
nGME,n9El1jm20tM,['samsung'],"['Mobile phone', 'Smartphone', 'Gadget', 'Samsung Galaxy']"
W493,voh1Cnlzw9Y,['YouTube Capture'],"['Game', 'Mobile phone', 'Smartphone', 'Pokémon', 'Card game', 'Collectible card game', 'Pokémon Trading Card Game', 'Booster pack', 'Duel Masters Trading Card Game']"
9MV3,aq-22NGw8sg,"['fishing', 'port hacking', 'tailor', 'trevally', 'salmon']","['Vehicle', 'Animal', 'Pet', 'Fishing', 'Fish', 'Outdoor recreation', 'Boat', 'Recreational fishing', 'Fishing rod', 'Fishing lure', 'Fishing reel', 'Fisherman']"
EnIW,6488m8CdJuQ,"['トライアル', 'バイク', '黒山健一', '小川友幸']","['Vehicle', 'Motorsport', 'Racing', 'Motorcycle', 'Cycling', 'Motorcycling', 'Bicycle', 'Motocross', 'Drag racing', 'Stunt performer']"
lVzn,0K3GppEdmFs,"['nasa', 'moon', 'fake', 'image', 'photo', 'photos']",
J0Ue,EoUnJblutd4,"['arte', 'noscia', 'ruffano', 'pizzica', 'salento']",['Music video']
O9nj,nlY-TtTxIGg,"['MODIFY', 'YOUR', 'GUITAR.....PURPLE', 'STRAT', 'WITH', '69', 'CUSTOM', 'SHOP', 'PICKUPS', 'SPARKLE', 'PAINT', 'FENDER', 'STRATOCASTER', 'PEAVEY', 'REACTOR', 'LEFT', 'HAND', 'NECK', 'DO', 'IT', 'YOURSELF', 'VOX', 'VALVETRONICS', 'AMP']","['Musician', 'Guitar', 'String instrument', 'Acoustic guitar', 'Electric guitar']"
Egfz,xUUEmWEVHU4,"['velocizzare il pc', 'windows 7', 'ccleaner', 'loquendoITA', 'loquendoitalia', 'loquendista italiano', 'video in HD', '1080', 'video in full HD', 'automobiles', 'instructions', 'tutorial', 'wireless', 'montage', 'programs', 'apps', 'weapons', 'soundtrack', 'technology', 'hacks', 'gaming', 'howto', 'computers', 'movie', 'video game', 'cellphones', 'hacking', 'music charts', 'diy', 'music player', 'downloads', 'software', 'consoles']",['Microsoft Windows']
31ER,fCVPWq3SEiY,"['College Football', 'Miami Hurricanes', 'Florida Gators', 'Alabama Crimson Tide', 'Notre Dame Fighting Irish', 'Florida State Seminoles', 'Penn State Nittany Lions', 'Oregon Ducks', 'USC Trojans', 'Texas Longhorns', 'Johnny Manziel', 'Johnny Football', 'Teddy Bridgewater', 'ESPN', 'Stanford Cardinal', 'Highlights', 'Hip Hip', 'Rap', 'Rock Music', 'Chip Kelly', 'Brian Kelly', 'Kirk Herbstreit', 'Lee Corso', 'College Gameday', 'EA Sports NCAA 13', 'BCS', 'FBS', 'Georgia Bulldogs', 'Jadaveon Clowney', 'South Carolina Gamecocks']","['Game', 'American football', 'Highlight film', 'Running back']"
Ll70,spSoQPfNGZ4,"['Autumn', 'in', 'New', 'York.', 'piano', 'solo', 'jazz']","['Piano', 'Keyboard instrument', 'Pianist', 'Musical keyboard', 'Electronic keyboard']"
ZwCZ,aOHioUSWf6U,['01'],"['Vehicle', 'Car', 'Sedan (automobile)', 'Coupé', 'Rim (wheel)', None, 'Kia Motors', 'SEAT León']"
9CcX,w1WRtN3W74s,"['Hmong', 'New', 'Year', '2012', 'Npauj', 'Npaim', 'Dance']","['Performance art', 'Dance', 'Festival']"
ngUt,tfkYhiQId38,"['amor', 'los autenticos decadentes', 'mon laferte', 'claudio carrozza']","['Musician', 'Guitar', 'Piano', 'Keyboard instrument', 'Pianist', 'Musical keyboard']"
KPEd,UQwIzJQICLA,"['moving', 'back', 'to', 'school', 'uva', 'fall', 'orientation', 'university', 'of', 'virginia']",['Choir']
pGQU,svAXJvPLJN4,"['Torcida', 'Sandzak', 'Novi', 'Pazar', 'FK', 'F.K.', 'RK', 'R.K.', 'KK', 'K.K.']",['Association football']
UGQ0,nhRc71c9u8g,"['Bridge (Literature Subject)', 'Role-playing Video Game (Media Genre)', 'YouTube', 'Minecraft (Award-Winning Work)']","['Game', 'Video game', 'Minecraft']"
0EZq,b54lDqmYPJE,"['barnsley', 'championship', 'leeds', 'sheffield', 'wednesday', 'doncaster', 'rotherham', 'league', '1', 'Nardiello', 'ferenczi']","['Game', 'Association football']"
q5uv,15Vs-6uDuds,['ジリス'],"['Animal', 'Pet', 'Cat', 'Kitten', 'Squirrel', 'Guinea pig']"
3e5e,ekodK8MBQs8,"['Customizacion', 'Gibson', 'Les', 'Paul', 'Guitar', 'Tuning']","['Guitar', 'String instrument', 'Acoustic guitar', 'Electric guitar', 'String (music)']"
uAPI,L6mQZ_Ir86g,"['Black', 'Veil', 'Brides', 'New', 'Religion', 'Xmas', 'Ball']",['Concert']
PEx9,D-GeaecvzNg,"['PLANETARY', 'NATION', '2003', 'Nenoue', 'Camping', 'Area', 'Gifu', 'X-DREAM', 'PLANET', 'B.E.N', 'ORGANIC', 'NOISE', 'ELECTLIC', 'UNIVERSE', 'JORG', 'KOTARO', 'プラネタリーネーション', 'レイヴ', '根ノ上', '高原', 'キャンプ場', 'rave', '野外', 'パーティー', 'ｻｲｹ', 'ポイ', 'ｻｲｹデリック', 'トランス', 'Music', 'Festival', 'Japan.', 'Open', 'Air', 'Psychedelic', 'Trance', 'Party', 'GOA', 'ゴア', 'gus', 'till', 'ree-k', 'フェスティバル', 'Jupiter', '8000', 'real', 'PARTY']","['Festival', 'Music festival']"
kIir,IIDd5YVFzlc,"['nokia 2690', 'mobile phone news', 'gazette']","['Mobile phone', 'Smartphone', 'Gadget']"
Tbnw,KnIuB4DQ3hE,"['marching', 'bands']","['Musician', 'Musical ensemble', 'Drum', 'Marching band', None, 'Drum and bugle corps (modern)']"
5eQO,H2JVImJ0kPk,"['Bomberman (Video Game Series)', 'PlayStation Portable (Video Game Platform)', 'Android (Operating System)', 'Bomberman PSP (Video Game)', 'PPSSPP', 'Samsung Galaxy Note II (Consumer Product)', 'Psp', 'Samsung Galaxy Note (Computer)', 'Platform Game (Video Game Genre)', 'Emulator (Software Genre)', 'Games']","['Game', 'Video game']"
3AU6,5XRPVIFUO7A,"['竹岡らーめん', '梅乃家', '2日連続', 'チャーシューメン', '元祖']","['Food', 'Cooking', 'Cuisine', 'Dish (food)', 'Eating', 'Soup', 'Curry', 'Noodle', 'Japanese cuisine', 'Ramen', 'Soba', 'Udon']"
Elpt,h0HFJc3xKTU,"['HIM', 'Join', 'Me', 'Band', 'Cover', 'Guitar', 'Vocal', 'Live', 'Performance', 'concert', 'Fender', 'His', 'Infernal', 'Majesty', 'singing', 'sad', 'tribute', 'acoustic', 'marching', 'covers', 'vocal cover', 'you cover', 'yours', 'lucky', 'memorial', 'crying', 'crowd', 'clapping', 'rip', 'sorrow', 'pain', 'live music', 'punk', 'live concert', 'punk rock', 'invader', 'alternative', 'tears', 'garage', 'memory', 'indie', 'bands']","['Concert', 'Musician', 'Performance art', 'Guitar', 'String instrument', 'Musical ensemble', 'Drum kit', 'Drum', 'Electric guitar', 'Drummer']"
UdWV,g2z5Dqsuneg,"[""Children's"", 'Music', 'Kindie', 'Kids', 'Singalong', 'Beginner', 'children', 'parents', 'Family', 'Singing', 'Education', 'School', 'Song', 'Cover', 'Bus', 'Wheel', 'Wheels']","['Musician', 'Guitar', 'String instrument', 'Acoustic guitar']"
kkUI,IQoydMZonuM,['Bike'],"['Vehicle', 'Motorcycle', 'Motorcycling', 'Ducati Monster']"
Yr4w,bC4rwjKG2uI,"['Marko', 'marik', '2010/2011']","['Game', 'Association football']"
tVx5,2PPCEj_qelA,"['Halo', 'Reach', 'story', 'p5', 'Halo Reach', 'Spartans', 'UNSC', 'Carter', 'Kat', 'Jun', 'Jorge', 'Emile', 'Noble 6', 'part 5', 'Covenant', 'Insurrectionists', 'Warthog', 'Falcon', 'Noble team', 'covert ops', 'Civillians', 'cutscenes', 'Urban holland', 'Visigrad', 'bungie', 'halo3', 'machinima', 'montage', 'xbox', 'halo2', 'map', 'microsoft', 'recon', 'spartan']","['Game', 'Video game', 'Trailer (promotion)', 'Halo (series)', 'Halo 3', 'Halo: Reach', 'Halo 4', 'Halo: Combat Evolved', 'Halo: Combat Evolved Anniversary', '343 Industries']"
j7OH,aArsMC09ajY,"['Basketball', 'Longwood', 'Patchogue-Medford', 'Marcus Stroman', 'Marcus Hunter', 'Kyle Weeks', 'Playoffs', 'Class AA', 'Suffolk']","['Game', 'Basketball', 'Basketball moves', 'Highlight film', 'Slam dunk']"
TnH2,1_fmNR1aUaM,"['RENNY', 'E', 'A', 'GALERA', 'ALACA', 'TROZ', 'E', 'DEDE', 'VAI', 'MAMA', 'NA', 'VAN', 'VERSÃO', 'GTA', 'TORCIDAS']","['Game', 'Video game', 'Action-adventure game', 'Grand Theft Auto: San Andreas', 'Multi Theft Auto']"
q2bw,M8C18cPgG-A,"['Tuning', 'cars', 'after effect', 'milovice', '2013', 'párty']","['Vehicle', 'Car', 'BMW', 'Volkswagen', 'Hatchback', None, 'Audi', 'Volkswagen Golf', 'BMW M3', 'BMW 3 Series', 'BMW 3 Series (E36)', 'Volkswagen Jetta']"
MuaR,LTB6tn6ys90,"['boxing', 'club', 'brevannais', 'olivier boufoudi', 'ousmane lee', 'pana', 'boxe', 'training', 'highlight', 'fayçal karkour', 'bakary diabira']","['Music video', 'Boxing']"
ta41,TVnRV6BmBGk,"['160710', 'CAN', 'JPN']","['Game', 'Basketball', 'Basketball moves', 'Handball']"
JeHX,b_kwXPbt6dE,"['Kino', 'Vorschau', 'Neustarts', 'Neueste', 'Kinotrailer', 'Bald', 'im', 'ger', 'USA', 'High', 'Definition', 'Quality', 'Trailer', 'September', 'deutsch', '2010', 'de', 'high', 'neu', 'new', 'german', 'neuer', '1080p', 'FullHD', '1080', '720', 'HQ', 'deutsche', '720p', 'film', 'movie', 'clips', 'video', 'media', 'show', 'teaser', 'cinema', 'deu', 'review', 'preview', 'Hollywood', 'coming', 'soon', 'trailer', 'release', 'datum', 'Jacob', 'Weiss', 'Oskar', 'Böckelmann', 'Gerhardt', 'Rott', 'Mathieu', 'Carrière', 'Hannah', 'Wehr', 'Kathi', 'Hahn', 'Jürgen', 'André', 'Hennicke', 'Silke', 'Steffi', 'Kühnert', 'Martin', 'Axel', 'Wandtke', 'Rosemarie', 'Ingeborg', 'Westphal']",['Trailer (promotion)']
